1, 1172, 2.08819197608
1, 1405, 2.38162746684
1, 2193, 2.95812247828
1, 2968, 2.65269546021
2, 52, 3.839772572
2, 144, 3.28787896378
2, 248, 3.75453865716
2, 314, 4.10247028712
2, 319, 4.10829802531
2, 370, 3.17381762981
2, 371, 3.32762174544
2, 372, 3.7107685556
2, 382, 3.81031593783
2, 405, 2.7251290018
2, 485, 3.15086104823
2, 537, 3.52769133033
2, 550, 4.42081992321
2, 616, 3.68200401735
2, 661, 3.18739772276
2, 720, 3.57242895965
3, 377, 3.4192966179
3, 592, 3.2239406613
3, 595, 3.36713573157
3, 736, 3.16221952297
3, 1197, 3.69719118097
3, 1721, 3.3938914171
3, 2716, 3.41919280455
3, 5349, 3.38519619701
3, 8636, 3.1994945651
3, 44191, 3.57589581939
3, 84236, 3.625
4, 185, 3.72278384568
4, 356, 4.55748421803
4, 357, 4.32991318114
4, 364, 4.2870713975
4, 410, 3.97763729693
4, 435, 3.15983369127
4, 440, 4.27686760481
4, 442, 3.75536763815
4, 588, 4.30940223784
4, 589, 4.53793301985
4, 594, 4.25850328017
4, 596, 4.3058027898
4, 610, 3.91956696402
4, 616, 4.43250970158
4, 919, 4.59594210236
4, 1022, 4.10690994707
4, 1028, 4.41575323729
4, 1032, 4.26233743207
4, 1033, 4.05098751183
4, 1282, 4.46626159464
4, 1334, 3.58275458207
4, 1372, 3.63399904682
4, 1580, 4.18207746253
4, 1858, 3.22943033483
4, 1967, 4.29808725497
4, 2033, 4.08087463191
4, 2078, 4.36619482812
4, 2081, 4.27841989005
4, 2085, 4.17321237503
4, 2087, 4.45182399224
4, 2094, 3.52144329512
4, 2096, 4.45375971298
4, 2102, 4.46215552034
4, 2124, 3.92482241055
4, 2141, 4.21234839801
4, 2454, 4.02280097144
4, 3034, 4.46369829755
4, 3108, 4.21107926603
4, 3255, 4.34210527632
4, 3263, 4.13483786678
4, 4006, 4.10818223295
5, 3, 4.30078776925
5, 39, 3.90391308434
5, 104, 4.02964728564
5, 788, 4.22060920453
5, 1247, 3.72191151349
5, 1485, 4.52065860401
5, 1544, 4.26208758661
5, 1777, 3.91786909624
5, 1997, 4.06571563588
5, 2770, 4.2653986745
5, 4018, 4.32787345199
5, 4025, 4.88534072888
5, 4447, 4.41058389141
5, 4718, 4.35806057643
5, 5266, 4.2432705128
5, 5995, 3.48429651943
5, 6373, 4.22409439396
5, 8376, 3.89381240024
5, 30749, 3.57037956386
5, 33679, 3.90521613878
6, 173, 3.20291569981
6, 1687, 2.69346075909
6, 2019, 3.72199018084
6, 2072, 2.88827679605
6, 2528, 3.44410953224
6, 2723, 2.99963088829
6, 3300, 3.0241501847
6, 4641, 3.1648853662
6, 4975, 2.66836158759
7, 260, 3.99287238963
7, 316, 3.08166642567
7, 377, 3.32218977328
7, 380, 3.24488134308
7, 480, 3.3755646209
7, 589, 3.68251765909
7, 1036, 3.55273229261
7, 1129, 3.30509290964
7, 1198, 3.74947341198
7, 1240, 3.61376121726
7, 1275, 3.39581229127
7, 1371, 3.58800966026
7, 1372, 2.96551599553
7, 1373, 2.02855435343
7, 1374, 3.21105659257
7, 1375, 2.918347361
7, 1376, 3.11406263374
7, 1408, 3.31986087401
8, 32, 3.92786498675
8, 110, 3.95404611999
8, 1219, 4.10660612943
8, 1225, 4.1298181822
8, 1258, 3.94058624736
8, 1358, 4.0483401374
8, 1704, 4.00718759375
8, 1961, 4.03523823539
