1, 1172, 2.66320599189
1, 1405, 2.39957408775
1, 2193, 2.98138623582
1, 2968, 3.0711835044
2, 52, 4.25227591493
2, 144, 1.73179740109
2, 248, 4.17321060408
2, 314, 4.15486602389
2, 319, 3.05277080214
2, 370, 3.46132397423
2, 371, 3.09463559334
2, 372, 2.56977599173
2, 382, 2.829639785
2, 405, 1.49981345366
2, 485, 3.18692372301
2, 537, 4.08851353422
2, 550, 2.43841386822
2, 616, 3.76029347113
2, 661, 4.50962182995
2, 720, 5.5885897813
3, 377, 3.18793649001
3, 592, 3.23197863054
3, 595, 3.44318101613
3, 736, 2.72767890117
3, 1197, 4.1125975982
3, 1721, 2.96746182122
3, 2716, 3.70546747092
3, 5349, 3.47526125208
3, 8636, 3.48956316921
3, 44191, 3.86272856678
4, 185, 3.50329023999
4, 356, 4.95396221022
4, 357, 4.2290256707
4, 364, 4.50666343143
4, 410, 3.6498859271
4, 435, 3.17976223131
4, 440, 4.22653768945
4, 442, 3.29495812463
4, 588, 4.40096326979
4, 589, 4.82152827604
4, 594, 4.14318645956
4, 596, 4.32394604837
4, 610, 3.82272779801
4, 616, 3.94178507684
4, 919, 4.95010424193
4, 1022, 4.13941917611
4, 1028, 4.64274030677
4, 1032, 4.54352439863
4, 1033, 4.21760916701
4, 1282, 4.82509978098
4, 1334, 3.32451639897
4, 1372, 3.78253214376
4, 1580, 4.51499788038
4, 1858, 3.31630300539
4, 1967, 4.51444415128
4, 2033, 3.91102319512
4, 2078, 4.51220611759
4, 2081, 4.24006365009
4, 2085, 4.33739064864
4, 2087, 4.07205143759
4, 2094, 3.31868210319
4, 2096, 4.76092553085
4, 2102, 4.62851654488
4, 2124, 4.02104410018
4, 2141, 4.62667976834
4, 2454, 3.36284054259
4, 3034, 5.01973564678
4, 3108, 4.57525924791
4, 3255, 3.98428264921
4, 3263, 4.22346424447
4, 4006, 4.26594178763
5, 3, 3.66219191158
5, 39, 3.49150374839
5, 104, 3.96871413892
5, 788, 3.51370873495
5, 1247, 3.35079487889
5, 1485, 3.19446771841
5, 1544, 3.71136537358
5, 1777, 3.78688601345
5, 1997, 3.17702369453
5, 2770, 3.25062278758
5, 4018, 3.18096277297
5, 4025, 4.04840526587
5, 4447, 4.62379638969
5, 4718, 3.73108516968
5, 5266, 4.49526608691
5, 5995, 3.75003681694
5, 6373, 4.17032343351
5, 8376, 1.71746360359
5, 30749, 3.36763724365
5, 33679, 3.46680987481
6, 173, 2.0893989253
6, 1687, 2.76005949813
6, 2019, 3.75214542926
6, 2072, 1.76376734471
6, 2528, 3.5307225589
6, 2723, 2.81828623111
6, 3300, 3.29458413488
6, 4641, 2.28414260074
6, 4975, 7.44296802925
7, 260, 3.86154617227
7, 316, 2.52738713115
7, 377, 3.14181707067
7, 380, 3.02119929098
7, 480, 3.35713137951
7, 589, 3.58954431334
7, 1036, 3.66608089086
7, 1129, 3.05823949507
7, 1198, 4.01204265511
7, 1240, 3.81944592231
7, 1275, 2.86198219878
7, 1371, 2.93255203803
7, 1372, 2.65232466694
7, 1373, 2.05831857358
7, 1374, 3.42166754706
7, 1375, 3.17300623297
7, 1376, 3.15556017562
7, 1408, 3.10267122479
8, 32, 4.24025232603
8, 110, 3.91258678346
8, 1219, 4.19286851915
8, 1225, 4.15963026095
8, 1258, 4.07828023099
8, 1358, 3.63862730121
8, 1704, 4.29573269057
8, 1961, 4.09332276877
8, 2028, 3.97465310629
8, 2329, 4.1608102665
8, 2791, 3.70208046664
8, 2804, 3.81297616795
8, 2918, 4.16095750994
8, 3996, 3.91847058584
8, 5650, 3.9025452652
8, 8873, 4.42830465584
8, 8874, 3.92345082697
8, 33166, 4.37434191271
8, 40583, 3.91208543754
8, 40819, 4.11022718981
8, 43871, 1.23581053352
8, 44004, 3.03842866315
9, 1177, 2.58043834695
9, 1721, 2.71634353408
9, 2125, 4.13984108164
9, 2140, 3.18954260778
9, 2391, 3.11120945145
9, 2427, 3.49621326477
9, 2490, 4.17940737431
9, 2539, 4.04178753414
9, 2857, 3.90034945696
10, 592, 3.71263629535
10, 1101, 4.52174915884
10, 1127, 3.71499538449
10, 1210, 3.95611089204
10, 1220, 4.50961811309
10, 1240, 4.17805746986
10, 1291, 4.26397726157
10, 2406, 4.51806018582
10, 2410, 2.92208991703
10, 3019, 4.08895741788
11, 50, 4.03494203671
11, 778, 3.92662749066
11, 923, 3.80098722464
11, 1027, 3.24115471477
11, 1408, 3.5305550109
11, 2762, 3.75923852306
11, 5669, 3.55918955576
11, 26614, 3.53423348636
12, 253, 2.10327459123
12, 673, 3.48638113745
12, 736, 3.81174750249
12, 737, 3.19665978634
12, 1032, 3.86096240831
12, 2460, -3.13254848023
12, 2668, 5.29746425778
12, 3146, -1.43858161655
12, 3176, 0.921305468656
12, 3324, 2.77551435384
12, 3770, 1.18909874011
12, 3773, 4.86703260804
13, 47, 3.90317991393
13, 296, 3.80234312571
13, 527, 4.32190569558
13, 587, 3.53596632558
13, 919, 4.03463872395
13, 1265, 3.40139578039
13, 2571, 4.19572544458
13, 4886, 3.95950469243
13, 4993, 4.23151782882
13, 58559, 4.2218232349
13, 64614, 4.0180079083
14, 2394, 4.28787971346
14, 2724, 2.11732312142
14, 3114, 5.52114386056
14, 3157, 2.52680510398
15, 371, 3.67172581486
15, 372, 4.04509578441
15, 429, -1.33427176888
15, 520, 1.56103401211
